Budget Period,Agency,Fund,Program,Activity,Available Amount,Obligated Amount,Spend Amount,Remaining Amount,Budget Amount,Budget Remaining Amount
2021,Iron Range Resources & Rehab,Iron Range Resources & Rehab,Pass-through Funding,Pass-through Funding,33166113.93,0,33166113.93,0,33223514.44,57400.51
2021,Iron Range Resources & Rehab,Iron Range Resources & Rehab,Programs,Programs,7275440.05,0,7275440.05,0,7529260.37,253820.32
2021,Iron Range Resources & Rehab,Iron Range Resources & Rehab,Projects,Projects,5071817.39,0,5071817.39,0,5494147,422329.61
2021,Iron Range Resources & Rehab,Payroll Clearing,-,-,0,0,0,0,0,0
2021,Judicial Standards Board,General,Judicial Standards Board,Judicial Standards Board,400718.83,0,400718.83,0,400718.83,0
2021,Judicial Standards Board,Payroll Clearing,-,-,0,0,0,0,0,0
2021,LCC-Leg Coordinating Comm,Arts & Cultural Heritage Fund,Legislative Coordinating Comm,Legislative Coordinating Comm,1646.14,0,1646.14,0,1646.14,0
2021,LCC-Leg Coordinating Comm,Clean Water Fund,Legislative Coordinating Comm,Legislative Coordinating Comm,2579.01,0,2579.01,0,2579.01,0
2021,LCC-Leg Coordinating Comm,Coronavirus Relief Fund,Legislative Coordinating Comm,Legislative Coordinating Comm,142875,0,142875,0,142875,0
2021,LCC-Leg Coordinating Comm,Environment & Natural Resource,Legislative Coordinating Comm,Legislative Coordinating Comm,59696.9,0,59696.9,0,59696.9,0
2021,LCC-Leg Coordinating Comm,Environment & Natural Resource,Legislative Mn Resources Comm (INACTIVE),Legislative Mn Resources Comm (INACTIVE),565905.8,0,565905.8,0,565905.8,0
2021,LCC-Leg Coordinating Comm,General,Legislative Coordinating Comm,Legislative Coordinating Comm,12434251.55,0,12434251.55,0,12434251.55,0
2021,LCC-Leg Coordinating Comm,Gift,Legislative Coordinating Comm,Legislative Coordinating Comm,-9.05,0,0,-9.05,0,0
2021,LCC-Leg Coordinating Comm,Outdoor Heritage Fund,Legislative Coordinating Comm,Legislative Coordinating Comm,3585.26,0,3585.26,0,3585.26,0
2021,LCC-Leg Coordinating Comm,Outdoor Heritage Fund,Legislative Coordinating Comm,Lessard Sams Outdoor Heritage,578774.84,0,578774.84,0,578774.84,0
2021,LCC-Leg Coordinating Comm,Parks And Trails Fund,Legislative Coordinating Comm,Legislative Coordinating Comm,1150.59,0,1150.59,0,1150.59,0
2021,LCC-Leg Coordinating Comm,Payroll Clearing,-,-,0,0,0,0,0,0
2021,LCC-Leg Coordinating Comm,Restrict Misc Special Revenue,Legislative Coordinating Comm,Legislative Coordinating Comm,82303.46,0,82303.46,0,82303.46,0
2021,Labor & Industry Dept,Construction Code,Construction Codes & Services,Construction Codes & Services,33067629.31,0,33067629.31,0,33068904.31,1275
2021,Labor & Industry Dept,Federal,General Support Division,General Support Division,130183.24,0,130183.24,0,130183.24,0
2021,Labor & Industry Dept,Federal,Labor Standards & Apprenticesp,Labor Standards & Apprenticesp,591066.3,0,591066.3,0,591066.3,0
2021,Labor & Industry Dept,Federal,Workplace Safety,Workplace Safety,5257404.08,0,5257404.08,0,5257404.08,0
2021,Labor & Industry Dept,General,General Support Division,General Support Division,228393.85,0,228393.85,0,228393.85,0
2021,Labor & Industry Dept,General,Labor Standards,Labor Standards,4198289.01,0,4198289.01,0,4198289.01,0
2021,Labor & Industry Dept,Miscellaneous Agency,Labor Standards,Labor Standards,0,0,0,0,0,0
2021,Labor & Industry Dept,Payroll Clearing,General Support Division,General Support Division,0,0,0,0,0,0
2021,Labor & Industry Dept,Restrict Misc Special Revenue,Construction Codes & Services,Construction Codes & Services,2777019.9,0,2777019.9,0,2777019.9,0
2021,Labor & Industry Dept,Restrict Misc Special Revenue,General Support Division,General Support Division,4351958.09,0,4213437.57,138520.52,4214897.92,1460.35
2021,Labor & Industry Dept,Restrict Misc Special Revenue,Workers Compensation Division,Workers Compensation-DLI,19301.56,0,14326.56,4975,14326.56,0
2021,Labor & Industry Dept,Workers Compensation,General Support Division,General Support Division,6090903,0,6090903,0,6090903,0
2021,Labor & Industry Dept,Workers Compensation,Workers Compensation Division,Workers Compensation-DLI,30951433.26,0,30902566.32,48866.94,30902566.32,0
2021,Labor & Industry Dept,Workers Compensation,Workplace Safety,Workplace Safety,9973778.21,0,8575290.9,1398487.31,8720928.31,145637.41
2021,Labor & Industry Dept,Workforce Development,General Support Division,General Support Division,1332271.45,0,1332271.45,0,1436432.21,104160.76
2021,Labor & Industry Dept,Workforce Development,Labor Standards,Labor Standards,1646725.08,0,1646725.08,0,1649724.66,2999.58
2021,Labor & Industry Dept,Workforce Development,Labor Standards & Apprenticesp,Labor Standards,0,0,0,0,0,0
2021,Legislative Auditor,General,Legislative Audit Comm,Legislative Auditor,7370057.33,0,7370057.33,0,7370057.33,0
2021,Legislative Auditor,Payroll Clearing,-,-,0,0,0,0,0,0
2021,Legislative Auditor,Restrict Misc Special Revenue,Legislative Audit Comm,Legislative Auditor,50016.16,0,50016.16,0,50016.16,0
2021,Lottery,Lottery,State Lottery,State Lottery,15360406.51,0,15360406.51,0,15360406.51,0
2021,Lottery,Payroll Clearing,-,-,0,0,0,0,0,0
2021,MN Council on Latino Affairs,General,Chicano Latino Affairs Council,Chicano Latino Affairs Council,480188.75,0,480188.75,0,489462.02,9273.27
2021,MN Council on Latino Affairs,Gift,Chicano Latino Affairs Council,Chicano Latino Affairs Council,117.88,0,0,117.88,0,0
2021,MN Council on Latino Affairs,Payroll Clearing,-,-,0,0,0,0,0,0
2021,MN St Colleges & Universities,Environment & Natural Resource,MNSCU,MnSCU,335167.09,0,335167.09,0,335167.09,0
2021,MN St Colleges & Universities,MN State Colleges/Universities,MNSCU,MnSCU,1560173303.75,0,1558495956.55,1677347.2,1558712489.13,216532.58
2021,MN St Colleges & Universities,MNSCU Agency Fund,MNSCU,MnSCU,34247919.73,0,33747879.57,500040.16,33747879.57,0
2021,MN St Colleges & Universities,MNSCU Endowment Fund,MNSCU,MnSCU,0,0,0,0,0,0
2021,MN St Colleges & Universities,MNSCU Enterprise Activities,MNSCU,MnSCU,15015235.63,0,8490899.76,6524335.87,8490899.76,0
2021,MN St Colleges & Universities,MNSCU Federal Fund,MNSCU,MnSCU,136203471.6,0,136203471.6,0,136205170.33,1698.73
2021,MN St Colleges & Universities,MNSCU Gift Fund,MNSCU,MnSCU,241608.25,0,241608.25,0,241608.25,0
2021,MN St Colleges & Universities,MNSCU Revenue Bond,MNSCU,MnSCU,78843880.32,0,76608576.31,2235304.01,76608576.31,0
2021,MN St Colleges & Universities,MNSCU Special Revenue,MNSCU,MnSCU,7992679.29,0,7941994.61,50684.68,7942479.61,485
2021,MN St Colleges & Universities,Payroll Clearing,-,-,0,0,0,0,0,0
2021,MN St Colleges & Universities,Sub Supplemental & IRA Retire,MNSCU,MnSCU,374021.57,0,374021.57,0,374021.57,0
2021,MN State Retirement System,Correctional Employees Retire,Mn State Retirement System,Correctional Empl Retmnt,84867412.69,0,84867412.69,0,84869581.01,2168.32
2021,MN State Retirement System,General,Judges Plan,Judges Plan,0,0,0,0,0,0
2021,MN State Retirement System,General,Legislators Plan,Legislators Plan,0,0,0,0,0,0
2021,MN State Retirement System,Highway Patrol Retirement,Mn State Retirement System,Hwy Patrol Retmnt,63528316.91,0,63528316.91,0,63528656.33,339.42
2021,MN State Retirement System,Judicial Retirement,Judges Plan,Judges Plan,27206965.76,0,27206965.76,0,27206965.76,0
2021,MN State Retirement System,Legislative Annuities,Legislators Plan,Legislators Plan,8761276.39,0,8761276.39,0,8761276.39,0
2021,MN State Retirement System,Payroll Clearing,-,-,0,0,0,0,0,0
2021,MN State Retirement System,Retirement System Building,Mn State Retirement System,Msrs Administration,1919385.7,0,1873413.96,45971.74,1873413.96,0
2021,MN State Retirement System,State Employees Retirement,Mn State Retirement System,Msrs Administration,18843411.08,0,18843411.08,0,18843411.08,0
2021,MN State Retirement System,State Employees Retirement,Mn State Retirement System,State Empl Retmnt,936816505.21,0,936816505.21,0,936927945.77,111440.56
2021,MN.IT Services,Coronavirus Relief Fund,MN.IT Services,Projects/Initiatives,370047,0,370047,0,370047,0
2021,MN.IT Services,General,MN.IT Services,Leadership,8590719.04,0,8590719.04,0,8590719.04,0
2021,MN.IT Services,MN.IT Services,MN.IT Services,IT Standard Services,218469354.2,0,200772582.05,17696772.15,202272826.4,1500244.35
2021,MN.IT Services,Master Lease,MN.IT Services,IT Standard Services,9550000,0,8557921.38,992078.62,8557921.38,0
2021,MN.IT Services,Other Misc Special Revenue,MN.IT Services,Projects/Initiatives,428734657.08,0,364856725.16,63877931.92,372377710.05,7520984.89
2021,MN.IT Services,Payroll Clearing,-,-,0,0,0,0,0,0
2021,MN.IT Services,Restrict Misc Special Revenue,MN.IT Services,Projects/Initiatives,1132780.11,0,1132780.11,0,1132780.11,0
2021,MNsure,Coronavirus Relief Fund,Health Insurance Marketplace,Health Insurance Marketplace,900,0,900,0,900,0
2021,MNsure,Health Care Access,Health Insurance Marketplace,Health Insurance Marketplace,111025.4,0,111025.4,0,111025.4,0
2021,MNsure,MN Health Insurance Exchange,Health Insurance Marketplace,Health Insurance Marketplace,33449290.4,0,33436480.66,12809.74,33436480.66,0
2021,MNsure,Payroll Clearing,-,-,0,0,0,0,0,0
2021,Marriage & Family Therapy,Health Related Boards,Marriage & Family Therapy Bd,Marriage & Family Therapy Bd,359441.17,0,359441.17,0,369543.2,10102.03
2021,Marriage & Family Therapy,Payroll Clearing,-,-,0,0,0,0,0,0
2021,Marriage & Family Therapy,Restrict Misc Special Revenue,Marriage & Family Therapy Bd,Marriage & Family Therapy Bd,7501.25,0,5418.5,2082.75,5500,81.5
2021,Medical Practice Board,Health Related Boards,Medical Practice Board Of,Health Professional Serv Prog,932576.49,0,932576.49,0,938149.32,5572.83
2021,Medical Practice Board,Health Related Boards,Medical Practice Board Of,Medical Practice Operations,3982830.03,0,3982830.03,0,4259012.08,276182.05
2021,Medical Practice Board,Payroll Clearing,-,-,0,0,0,0,0,0
2021,Medical Practice Board,Restrict Misc Special Revenue,Medical Practice Board Of,Medical Practice Operations,78958,0,78958,0,78958,0
2021,Metropolitan Council,Clean Water Fund,Environment,Water Sustainability,1375000,0,1375000,0,1375000,0
2021,Metropolitan Council,Clean Water Fund,Parks,Water Sustainability,0,0,0,0,0,0
2021,Metropolitan Council,Coronavirus Relief Fund,Transit System Operations,Transit System Operations,0,0,0,0,0,0
2021,Metropolitan Council,Environment & Natural Resource,Environment,Parks,0,0,0,0,0,0
2021,Metropolitan Council,Environment & Natural Resource,Parks,Parks,2040000,0,2040000,0,2040000,0
2021,Metropolitan Council,General,Environment,Parks,2540000,0,2540000,0,2540000,0
2021,Metropolitan Council,General,Environment,Water Sustainability,81112.21,0,81112.21,0,142000,60887.79
2021,Metropolitan Council,General,Metro Mobility,Metro Mobility,13000000,0,13000000,0,13000000,0
2021,Metropolitan Council,General,Special Transportation Service,Special Transportation Service,57166000,0,57166000,0,57166000,0
2021,Metropolitan Council,General,Transit System Operations,Transit System Operations,32654000,0,32654000,0,32654000,0
2021,Metropolitan Council,General Projects,Environment,Parks,5125000,5125000,0,0,5125000,0
2021,Metropolitan Council,Metro Pks & Trls Lott In Lieu,Environment,Parks,6600000,0,6600000,0,6600000,0
2021,Metropolitan Council,Parks And Trails Fund,Environment,Parks,20277000,0,20277000,0,20277000,0
2021,Metropolitan Council,Transit Assistance,INACTIVE - Transit,INACTVE - Met Council Transit,353449499.35,0,353449499.35,0,353449499.35,0
2021,Military Affairs Dept,Environment & Natural Resource,Maintenance Training Facilities,Maintenance of Training Facilities,0,0,0,0,0,0
2021,Military Affairs Dept,Federal,General Support,Starbase Minnesota,2050906.74,0,2050906.74,0,2051626.74,720
2021,Military Affairs Dept,Federal,Maintenance Training Facilities,Maintenance of Training Facilities,152759498.06,362.43,74623257.44,78135878.19,74674548.47,50928.6
2021,Military Affairs Dept,General,Emergency Services,Emergency Services,30050549.25,0,30050549.25,0,30062611.44,12062.19
2021,Military Affairs Dept,General,Enlistment Incentives,Enlistment Incentives,9850495.47,0,9850495.47,0,9850495.47,0
2021,Military Affairs Dept,General,General Support,Administrative Services-DMA,3171911.13,0,3171911.13,0,3172577.91,666.78
2021,Military Affairs Dept,General,Maintenance Training Facilities,Maintenance of Training Facilities,9955837.83,0,9955837.83,0,10014343.63,58505.8
2021,Military Affairs Dept,Payroll Clearing,-,-,0,0,0,0,0,0
2021,Military Affairs Dept,Restrict Misc Special Revenue,Emergency Services,Emergency Services,0,0,0,0,0,0
2021,Military Affairs Dept,Restrict Misc Special Revenue,General Support,Administrative Services-DMA,112535.43,0,63205.14,49330.29,63205.14,0
2021,Military Affairs Dept,Restrict Misc Special Revenue,General Support,Auxiliary Services,963029.18,0,422953.33,540075.85,422983.82,30.49
2021,Military Affairs Dept,Restrict Misc Special Revenue,General Support,Camp Ripley Timber Sales,74891.04,0,0,74891.04,0,0
2021,Military Affairs Dept,Restrict Misc Special Revenue,General Support,Starbase Minnesota,950000,0,100426.14,849573.86,100426.14,0
2021,Military Affairs Dept,Restrict Misc Special Revenue,Maintenance Training Facilities,Maintenance of Training Facilities,1260227.55,0,1120850.02,139377.53,1120850.02,0
2021,Minn Conservation Corps,All-Terrain Vehicle,Conservation Corps Mn,Operations Conservation Corps,50000,0,50000,0,50000,0
2021,Minn Conservation Corps,Cross Country Ski,Conservation Corps Mn,Operations Conservation Corps,15000,0,15000,0,15000,0
2021,Minn Conservation Corps,Forest Management Investment,Conservation Corps Mn,Operations Conservation Corps,60000,0,60000,0,60000,0
2021,Minn Conservation Corps,General,Conservation Corps Mn,Operations Conservation Corps,455000,0,455000,0,455000,0
2021,Minn Conservation Corps,Invasive Species,Conservation Corps Mn,Operations Conservation Corps,40000,0,40000,0,40000,0
2021,Minn Conservation Corps,Natural Resource Misc Statutry,Conservation Corps Mn,Operations Conservation Corps,10000,0,10000,0,10000,0
2021,Minn Conservation Corps,Off-Highway Motorcycle,Conservation Corps Mn,Operations Conservation Corps,10000,0,10000,0,10000,0
2021,Minn Conservation Corps,Off-Road Vehicle,Conservation Corps Mn,Operations Conservation Corps,30000,0,30000,0,30000,0
2021,Minn Conservation Corps,Snowmobile,Conservation Corps Mn,Operations Conservation Corps,75000,0,75000,0,75000,0
2021,Minn Conservation Corps,State Park,Conservation Corps Mn,Operations Conservation Corps,125000,0,125000,0,125000,0
2021,Minn Conservation Corps,State Pks & Trls Lott In Lieu,Conservation Corps Mn,Operations Conservation Corps,50000,0,50000,0,50000,0
2021,Minn Conservation Corps,Water Recreation,Conservation Corps Mn,Operations Conservation Corps,25000,0,25000,0,25000,0
2021,Minnesota Zoological Garden,Arts & Cultural Heritage Fund,Minnesota Zoo,Minnesota Zoo,1725254.44,0,1725254.44,0,1726015.03,760.59
2021,Minnesota Zoological Garden,COVID Minnesota,Minnesota Zoo,Minnesota Zoo,6000000,0,6000000,0,6000000,0
2021,Minnesota Zoological Garden,Environment & Natural Resource,Minnesota Zoo,Minnesota Zoo,411749.65,0,411749.65,0,411787.14,37.49
2021,Minnesota Zoological Garden,Federal,Minnesota Zoo,Minnesota Zoo,81853.41,0,51046.38,30807.03,51046.38,0
2021,Minnesota Zoological Garden,General,Minnesota Zoo,Minnesota Zoo,9684134.67,0,9684134.67,0,9809000,124865.33
2021,Minnesota Zoological Garden,Gift,Minnesota Zoo,Minnesota Zoo,1232546.38,0,1232546.38,0,1235346.38,2800
2021,Minnesota Zoological Garden,Payroll Clearing,-,-,0,0,0,0,0,0
2021,Minnesota Zoological Garden,Restrict Misc Special Revenue,Minnesota Zoo,Minnesota Zoo,3021853.69,0,2697860.77,323992.92,2890732.05,192871.28
2021,Minnesota Zoological Garden,Zoos Lottery In Lieu,Minnesota Zoo,Minnesota Zoo,190000,0,190000,0,190000,0
2021,Mmb Debt Service,911 Revenue Bond Debt Service,Treasurer Debt Service,Treasurer-Debt Service,10652250,0,10652250,0,10652250,0
2021,Mmb Debt Service,Bond Proceeds Grants,Treasurer Debt Service,Treasurer-Debt Service,0,0,0,0,0,0
2021,Mmb Debt Service,Building Construction-Bonded,Treasurer Debt Service,Treasurer-Debt Service,0,0,0,0,0,0
2021,Mmb Debt Service,Debt Service,Treasurer Debt Service,Treasurer-Debt Service,1753653121.22,0,1565048311.41,188604809.81,1565048311.41,0
2021,Mmb Debt Service,Duluth RegEX App Bond Proceeds,Treasurer Debt Service,Treasurer-Debt Service,0,0,0,0,0,0
2021,Mmb Debt Service,Duluth RegEx Appr Debt Service,Treasurer Debt Service,Treasurer-Debt Service,866512.54,0,866512.54,0,866512.54,0
2021,Mmb Debt Service,ElecVehicle Appr Bond Proceeds,Treasurer Debt Service,Treasurer-Debt Service,0,0,0,0,0,0
2021,Mmb Debt Service,ElecVehicle Appr Debt Service,Treasurer Debt Service,Treasurer-Debt Service,0,0,0,0,0,0
2021,Mmb Debt Service,General,Treasurer Debt Service,Treasurer-Debt Service,24175643.76,0,24175643.76,0,24175643.76,0
2021,Mmb Debt Service,Leg Off Fac COP Debt Service,Treasurer Debt Service,Treasurer-Debt Service,5788250,0,5788250,0,5788250,0
2021,Mmb Debt Service,Lewis Clark Appr Bond Proceed,Treasurer Debt Service,Treasurer-Debt Service,0,0,0,0,0,0
2021,Mmb Debt Service,Lewis Clark Appr Debt Service,Treasurer Debt Service,Treasurer-Debt Service,1250402.5,0,1250402.5,0,1250402.5,0
2021,Mmb Debt Service,MNSCU Capital Projects,Treasurer Debt Service,Treasurer-Debt Service,0,0,0,0,0,0
2021,Mmb Debt Service,Maximum Effort School Loan,Treasurer Debt Service,Treasurer-Debt Service,0,0,0,0,0,0
2021,Mmb Debt Service,Pension Building Debt Service,Treasurer Debt Service,Treasurer-Debt Service,2099600,0,2099600,0,2099600,0
2021,Mmb Debt Service,Public TV Appr Bond Proceeds,Treasurer Debt Service,Treasurer-Debt Service,0,0,0,0,0,0
2021,Mmb Debt Service,Public TV Appr Debt Service,Treasurer Debt Service,Treasurer-Debt Service,0,0,0,0,0,0
2021,Mmb Debt Service,Rural Finance Administration,Treasurer Debt Service,Treasurer-Debt Service,0,0,0,0,0,0
2021,Mmb Debt Service,St Approp RefBond Debt Service,Treasurer Debt Service,Treasurer-Debt Service,54707050,0,54707050,0,54707050,0
2021,Mmb Debt Service,Stadium Approp BD Debt Service,Treasurer Debt Service,Treasurer-Debt Service,30156718.08,0,30156718.08,0,30156718.08,0
2021,Mmb Debt Service,Stadium Approp Bond Proceed,Treasurer Debt Service,Treasurer-Debt Service,0,0,0,0,0,0
2021,Mmb Debt Service,Superfund Appr Bond Proceeds,Treasurer Debt Service,Treasurer-Debt Service,0,0,0,0,0,0
2021,Mmb Debt Service,Superfund Appr Debt Service,Treasurer Debt Service,Treasurer-Debt Service,0,0,0,0,0,0
2021,Mmb Non-operating,911 Revenue Bond Debt Service,Debt Management,911 Revenue Bonds,0,0,0,0,0,0
2021,Mmb Non-operating,Approp Bond Refunding Proceed,Debt Management,Appropriation Bonds,475,0,475,0,475,0
2021,Mmb Non-operating,Bond Proceeds Grants,Debt Management,Debt Management,0,0,0,0,0,0
2021,Mmb Non-operating,Building Construction-Bonded,Administrative,Administrative,38589.75,0,38589.75,0,50000,11410.25
2021,Mmb Non-operating,Building Construction-Bonded,Debt Management,Debt Management,0,0,0,0,0,0
2021,Mmb Non-operating,COVID Minnesota,Administrative,Administrative,0,0,0,0,0,0
2021,Mmb Non-operating,Debt Service,Debt Management,GO Bonds,324079.37,0,324079.37,0,324079.37,0
2021,Mmb Non-operating,Disbursements Clearing,Administrative,Administrative,0,0,0,0,0,0
2021,Mmb Non-operating,Duluth RegEX App Bond Proceeds,Debt Management,Debt Management,120000,0,103164.21,16835.79,120000,16835.79
2021,Mmb Non-operating,ElecVehicle Appr Bond Proceeds,Debt Management,Appropriation Bonds,0,0,0,0,0,0
2021,Mmb Non-operating,Environment & Natural Resource,Administrative,Environmental Trust Fund,0,0,0,0,0,0
2021,Mmb Non-operating,Environmental Trust,Administrative,Environmental Trust Fund,0,0,0,0,0,0
2021,Mmb Non-operating,Federal,Federal Funds,Federal Funds,9395829.08,0,7494829.08,1901000,7494829.08,0
2021,Mmb Non-operating,Game And Fish (Operations),Misc. Fines Fees & Penalties,Misc. FinesFees & Penalties,0,0,0,0,0,0
2021,Mmb Non-operating,General,Administrative,Administrative,126018115.98,0,126018115.98,0,126018115.98,0
2021,Mmb Non-operating,General,Administrative,Police State Aid,9000000,0,9000000,0,9000000,0
2021,Mmb Non-operating,General,Administrative,Reinsurance Program,0,0,0,0,0,0
2021,Mmb Non-operating,General,Cash Flow,Cash Flow,0,0,0,0,0,0
2021,Mmb Non-operating,General,Contingent,Contingent,0,0,0,0,0,0
2021,Mmb Non-operating,General,Debt Management,Debt Management,0,0,0,0,0,0
2021,Mmb Non-operating,General,Mayo,Mayo,1351000,0,1351000,0,1351000,0
2021,Mmb Non-operating,General,Misc. Fines Fees & Penalties,Misc. FinesFees & Penalties,0,0,0,0,0,0
2021,Mmb Non-operating,General,Teachers Aid,Teachers Aid,60658000,0,60658000,0,60658000,0
2021,Mmb Non-operating,General,Tort Claims,Tort Claims,0,0,0,0,0,0
2021,Mmb Non-operating,Health Care Access,Administrative,Administrative,0,0,0,0,0,0
2021,Mmb Non-operating,Health Care Access,Administrative,Health Care Access Excess,0,0,0,0,0,0
2021,Mmb Non-operating,Health Care Access,Administrative,Reinsurance Program,0,0,0,0,0,0
2021,Mmb Non-operating,Health Care Response,Administrative,Administrative,0,0,0,0,0,0
2021,Mmb Non-operating,Health Related Boards,Administrative,Administrative,0,0,0,0,0,0
2021,Mmb Non-operating,Health Related Boards,Contingent,Contingent,0,0,0,0,0,0
2021,Mmb Non-operating,Housing Finance Agency,Misc. Fines Fees & Penalties,Misc. FinesFees & Penalties,49445.68,0,0,49445.68,0,0
2021,Mmb Non-operating,MNSCU Capital Projects,Debt Management,Debt Management,0,0,0,0,0,0
2021,Mmb Non-operating,Master Lease,Debt Management,Debt Management,16329600.23,0,16329600.23,0,16329600.23,0
2021,Mmb Non-operating,Master Lease,Debt Management,MasterLease,5513999.93,0,5513999.93,0,5513999.93,0
2021,Mmb Non-operating,Miscellaneous Agency,Administrative,Administrative,0,0,0,0,0,0
2021,Mmb Non-operating,Miscellaneous Agency,Administrative,Childrens Trust Fund,86390.1,0,0,86390.1,0,0
2021,Mmb Non-operating,Miscellaneous Agency,Debt Management,911 Revenue Bonds,0,0,0,0,0,0
2021,Mmb Non-operating,Miscellaneous Agency,Misc. Fines Fees & Penalties,Misc. FinesFees & Penalties,48675.58,0,0,48675.58,0,0
2021,Mmb Non-operating,Opiate Epidemic Response,Administrative,Administrative,-6619049.29,0,0,-6619049.29,0,0
2021,Mmb Non-operating,Other Misc Special Revenue,Administrative,Administrative,0,0,0,0,0,0
2021,Mmb Non-operating,Other Misc Special Revenue,Debt Management,Debt Management,0,0,0,0,0,0
2021,Mmb Non-operating,Permanent School,Administrative,Permanent School Fund,0,0,0,0,0,0
2021,Mmb Non-operating,Public TV Appr Bond Proceeds,Debt Management,Appropriation Bonds,0,0,0,0,0,0
2021,Mmb Non-operating,Renewable Development,Administrative,Administrative,0,0,0,0,0,0
2021,Mmb Non-operating,Restrict Misc Special Revenue,Administrative,Administrative,0,0,0,0,0,0
2021,Mmb Non-operating,Restrict Misc Special Revenue,Administrative,Great Lakes Protection Fund,0,0,0,0,0,0
2021,Mmb Non-operating,Restrict Misc Special Revenue,Misc. Fines Fees & Penalties,Misc. FinesFees & Penalties,4707462.35,0,0,4707462.35,0,0
2021,Mmb Non-operating,Rural Finance Administration,Debt Management,Debt Management,0,0,0,0,0,0
2021,Mmb Non-operating,State Government Special Rev,Administrative,Administrative,0,0,0,0,0,0
2021,Mmb Non-operating,State Government Special Rev,Contingent,Contingent,0,0,0,0,0,0
2021,Mmb Non-operating,State Government Special Rev,Misc. Fines Fees & Penalties,Misc. FinesFees & Penalties,-2658259.5,0,0,-2658259.5,0,0
2021,Mmb Non-operating,Superfund Appr Bond Proceeds,Debt Management,Appropriation Bonds,0,0,0,0,0,0
2021,Mmb Non-operating,Trunk Highway,Administrative,Police State Aid,0,0,0,0,0,0
2021,Mmb Non-operating,Trunk Highway Bond Fund,Administrative,Administrative,135000,0,135000,0,135000,0
2021,Mmb Non-operating,Trunk Highway Bond Fund,General Accounting,General Accounting,0,0,0,0,0,0
2021,Mmb Non-operating,Workers Compensation,Administrative,Administrative,0,0,0,0,0,0
2021,Mmb Non-operating,Workers Compensation,Contingent,Contingent,0,0,0,0,0,0
2021,Mmb Non-operating,Workforce Development,Administrative,Administrative,0,0,0,0,0,0
2021,Mn Management & Budget,Coronavirus Relief Fund,Statewide Services,Agency Administration,521861.84,0,521861.84,0,521861.84,0
2021,Mn Management & Budget,General,Statewide Services,Accounting Services,5536467.39,0,5536467.39,0,5550131.8,13664.41
2021,Mn Management & Budget,General,Statewide Services,Agency Administration,10940586.97,0,10940586.97,0,10940586.97,0
2021,Mn Management & Budget,General,Statewide Services,Budget Services,4236893.34,0,4236893.34,0,4243881.34,6988
2021,Mn Management & Budget,General,Statewide Services,"Communications, Engagemt & Dev",840924.2,0,840924.2,0,841050.46,126.26
2021,Mn Management & Budget,General,Statewide Services,Debt Management,611399.47,0,611399.47,0,611614.44,214.97
2021,Mn Management & Budget,General,Statewide Services,Economic Analysis,562369.21,0,562369.21,0,562469.21,100
2021,Mn Management & Budget,General,Statewide Services,Enterprise Employee Resources,4024828.72,0,4024828.72,0,4038218.94,13390.22
2021,Mn Management & Budget,General,Statewide Services,Labor Relations,0,0,0,0,0,0
2021,Mn Management & Budget,Management Analysis,Statewide Services,"Communications, Engagemt & Dev",7302258.92,0,7278284.05,23974.87,7278369.1,85.05
2021,Mn Management & Budget,Management Analysis,Statewide Services,Enterprise Employee Resources,3071299.95,0,2669360.64,401939.31,2680906.45,11545.81
2021,Mn Management & Budget,Miscellaneous Agency,Statewide Insurance Programs,State Employee Group Ins Pgrm,40189177.93,0,38679800.47,1509377.46,38679800.47,0
2021,Mn Management & Budget,Miscellaneous Agency,Statewide Services,Enterprise Employee Resources,0,0,0,0,0,0
2021,Mn Management & Budget,Opiate Epidemic Response,Statewide Services,Budget Services,295208.3,0,295208.3,0,295208.3,0
2021,Mn Management & Budget,Other Misc Special Revenue,Statewide Services,Agency Administration,12199800.14,0,12197096.86,2703.28,12199385.42,2288.56
2021,Mn Management & Budget,Other Misc Special Revenue,Statewide Services,Enterprise Employee Resources,1688305.78,0,985261.07,703044.71,1020952.47,35691.4
2021,Mn Management & Budget,Payroll Clearing,-,-,0,0,0,0,0,0
2021,Mn Management & Budget,Public Employees Insurance,Statewide Insurance Programs,Public Employees Insurance Pgrm,330316919.32,0,327453382.48,2863536.84,327601433.36,148050.88
2021,Mn Management & Budget,Restrict Misc Special Revenue,Statewide Services,Agency Administration,8727.51,0,8727.51,0,8727.51,0
2021,Mn Management & Budget,State Employees Insurance,Statewide Insurance Programs,State Employee Group Ins Pgrm,1049550063.9,0,1032252058.85,17298005.05,1032731355.74,479296.89
2021,Mn State Academies,Endowment,Minnesota State Academies,Academy For The Deaf,0,0,0,0,0,0
2021,Mn State Academies,Federal,Minnesota State Academies,Academy For The Blind,11500,0,11500,0,11500,0
2021,Mn State Academies,Federal,Minnesota State Academies,Academy For The Deaf,27058.44,0,27058.44,0,27058.44,0
2021,Mn State Academies,Federal,Minnesota State Academies,Academy Operations,50827.55,0,50827.55,0,50827.55,0
2021,Mn State Academies,General,Minnesota State Academies,Academy For The Blind,3278941.71,0,3278941.71,0,3278941.71,0
2021,Mn State Academies,General,Minnesota State Academies,Academy For The Deaf,4933397.65,0,4933397.65,0,4933397.65,0
