Budget Period,Agency,Fund,Program,Activity,Available Amount,Obligated Amount,Spend Amount,Remaining Amount,Budget Amount,Budget Remaining Amount
2023,Housing Finance Agency,Coronavirus Relief Fund,Prevent and End Homelessness,Homelessness Prevention,0,0,0,0,0,0
2023,Housing Finance Agency,General,Community Capacity Building,Community Capacity Building,0,0,0,0,0,0
2023,Housing Finance Agency,General,Development And Redevelopment,Development And Redevelopment,0,0,0,0,0,0
2023,Housing Finance Agency,General,Homeownership Assistance,Homeownership Assistance,0,0,0,0,0,0
2023,Housing Finance Agency,General,Housing Stability,Homeless Prevention&Assistance,0,0,0,0,0,0
2023,Housing Finance Agency,General,Housing Stability,Rental Assistance,0,0,0,0,0,0
2023,Housing Finance Agency,General,Preservation,Homeowner Rehabilitation,0,0,0,0,0,0
2023,Housing Finance Agency,General,Preservation,Rental Perservation And Rehab,0,0,0,0,0,0
2023,Housing Finance Agency,General,Resident And Organization Supp,Resident And Organization Supp,0,0,0,0,0,0
2023,Housing Finance Agency,Housing Finance Agency,Administration,Administration - Housing,60944857.53,0,41864290.28,19080567.25,42256921.42,392631.14
2023,Housing Finance Agency,Housing Finance Agency,Community Capacity Building,Community Capacity Building,3999454.59,0,3187183.84,812270.75,3187183.84,0
2023,Housing Finance Agency,Housing Finance Agency,Development And Redevelopment,Development And Redevelopment,67866198.73,0,35530974.42,32335224.31,35530974.42,0
2023,Housing Finance Agency,Housing Finance Agency,Homeownership Assistance,Homeownership Assistance,19486268.95,0,17715067.41,1771201.54,18008661.04,293593.63
2023,Housing Finance Agency,Housing Finance Agency,Housing Stability,Homeless Prevention&Assistance,99346618.72,0,65865053.91,33481564.81,67018916.44,1153862.53
2023,Housing Finance Agency,Housing Finance Agency,Housing Stability,Rental Assistance,64039462.46,0,31287628.57,32751833.89,31287628.57,0
2023,Housing Finance Agency,Housing Finance Agency,Preservation,Homeowner Rehabilitation,4559116.09,0,4559116.09,0,4559116.09,0
2023,Housing Finance Agency,Housing Finance Agency,Preservation,Project Based Rental Assistanc,256598784.56,0,232130530.4,24468254.16,232130530.4,0
2023,Housing Finance Agency,Housing Finance Agency,Preservation,Rental Perservation And Rehab,24509244.21,0,23197622.25,1311621.96,23197622.25,0
2023,Housing Finance Agency,Housing Finance Agency,Resident And Organization Supp,Resident And Organization Supp,188993.32,0,75033.32,113960,75033.32,0
2023,Housing Finance Agency,Payroll Clearing,-,-,0,0,0,0,0,0
2023,Human Rights Dept,ARP-State Fiscal Recovery,Human Rights Enforcement,Human Rights,442641.82,0,442641.82,0,442641.82,0
2023,Human Rights Dept,General,Human Rights Enforcement,Human Rights,5349392.67,0,5349392.67,0,5497294.84,147902.17
2023,Human Rights Dept,Gift,Human Rights Enforcement,Human Rights,0,0,0,0,0,0
2023,Human Rights Dept,Other Misc Special Revenue,Human Rights Enforcement,Human Rights,0,0,0,0,0,0
2023,Human Rights Dept,Payroll Clearing,-,-,413.05,0,413.05,0,413.05,0
2023,Human Rights Dept,Restrict Misc Special Revenue,Human Rights Enforcement,Human Rights,402250.92,0,401250.92,1000,401250.92,0
2023,Humanities Center,Arts & Cultural Heritage Fund,Humanities Center,Humanities Center,6385000,0,6385000,0,6385000,0
2023,Humanities Center,General,Humanities Center,Humanities Center,700000,0,700000,0,700000,0
2023,Indian Affairs Council,Arts & Cultural Heritage Fund,Indian Affairs Council,Indian Affairs Council,1305259.09,60454.54,1244804.55,0,1655162.26,349903.17
2023,Indian Affairs Council,General,Indian Affairs Council,Indian Affairs Council,735188.18,0,735188.18,0,787488.76,52300.58
2023,Indian Affairs Council,Gift,Indian Affairs Council,Indian Affairs Council,0,0,0,0,0,0
2023,Indian Affairs Council,Other Misc Special Revenue,Indian Affairs Council,Indian Affairs Council,125000,0,23972.02,101027.98,23972.02,0
2023,Indian Affairs Council,Payroll Clearing,-,-,0,0,0,0,0,0
2023,Indian Affairs Council,Restrict Misc Special Revenue,Indian Affairs Council,Indian Affairs Council,10535.57,0,10535.57,0,10535.57,0
2023,Investment Board,General,Investment Of Funds,Investment Of Funds,139000,0,139000,0,139000,0
2023,Investment Board,Invest Ext Money Managers #2,Refunds/Retirement Funds,External Money Managers,2913634.83,0,2913634.83,0,2913634.83,0
2023,Investment Board,Other Post Employment Benefit,Refunds/Retirement Funds,Refunds/retire Funds,0,0,0,0,0,0
2023,Investment Board,Payroll Clearing,-,-,0,0,0,0,0,0
2023,Investment Board,Restrict Misc Special Revenue,Investment Of Funds,Investment Of Funds,10173985,0,8865951.16,1308033.84,8865951.16,0
2023,Iron Range Resources & Rehab,Building Construction-Bonded,Facilities,Facilities,12229000,122290,11706976.07,399733.93,12229000,399733.93
2023,Iron Range Resources & Rehab,Douglas J Johnson Econ Protect,Agency Roll Over,Agency Roll Over,684488.59,0,684488.59,0,684488.59,0
2023,Iron Range Resources & Rehab,Douglas J Johnson Econ Protect,Development,Development,843270.11,0,843270.11,0,843270.11,0
2023,Iron Range Resources & Rehab,Douglas J Johnson Econ Protect,Operations,Operations - IRRR,14769045.11,0,14769045.11,0,16337754.7,1568709.59
2023,Iron Range Resources & Rehab,Douglas J Johnson Econ Protect,Pass-through Funding,Pass-through Funding,915390.09,0,915390.09,0,915390.09,0
2023,Iron Range Resources & Rehab,Douglas J Johnson Econ Protect,Projects,Projects,4393863.66,0,4393863.66,0,4393863.66,0
2023,Iron Range Resources & Rehab,General,Operations,Operations - IRRR,0,0,0,0,0,0
2023,Iron Range Resources & Rehab,General,Pass-through Funding,Pass-through Funding,0,0,0,0,0,0
2023,Iron Range Resources & Rehab,Giants Ridge Golf & Ski Resort,Agency Roll Over,Agency Roll Over,3228992.8,0,3228992.8,0,3228992.8,0
2023,Iron Range Resources & Rehab,Giants Ridge Golf & Ski Resort,Facilities,Facilities,12100824.84,0,12100824.84,0,12136888.84,36064
2023,Iron Range Resources & Rehab,Gift,Facilities,Facilities,0,0,0,0,0,0
2023,Iron Range Resources & Rehab,Iron Range Resources & Rehab,Agency Roll Over,Agency Roll Over,359964.53,0,359964.53,0,584047.34,224082.81
2023,Iron Range Resources & Rehab,Iron Range Resources & Rehab,Development,Development,1229825.84,0,1229825.84,0,1229825.84,0
2023,Iron Range Resources & Rehab,Iron Range Resources & Rehab,Operations,Operations - IRRR,4270889.81,0,4270889.81,0,4275199.63,4309.82
2023,Iron Range Resources & Rehab,Iron Range Resources & Rehab,Pass-through Funding,Pass-through Funding,31655811.83,0,31620611.83,35200,31620611.83,0
2023,Iron Range Resources & Rehab,Iron Range Resources & Rehab,Programs,Programs,9793762.39,0,9793762.39,0,9796014.91,2252.52
2023,Iron Range Resources & Rehab,Iron Range Resources & Rehab,Projects,Projects,3721517.55,0,3721517.55,0,3721517.55,0
2023,Iron Range Resources & Rehab,Payroll Clearing,-,-,0,0,0,0,0,0
2023,Judicial Standards Board,General,Judicial Standards Board,Judicial Standards Board,522263.58,0,522263.58,0,522686.98,423.4
2023,Judicial Standards Board,Payroll Clearing,-,-,0,0,0,0,0,0
2023,LCC-Leg Coordinating Comm,Arts & Cultural Heritage Fund,Legislative Coordinating Comm,Legislative Coordinating Comm,374.18,0,374.18,0,374.18,0
2023,LCC-Leg Coordinating Comm,Clean Water Fund,Legislative Coordinating Comm,Legislative Coordinating Comm,645.41,0,645.41,0,645.41,0
2023,LCC-Leg Coordinating Comm,Environment & Natural Resource,Legislative Coordinating Comm,Leg Citizens Comm MN Resources,773415.65,0,773415.65,0,773415.65,0
2023,LCC-Leg Coordinating Comm,Environment & Natural Resource,Legislative Coordinating Comm,Legislative Coordinating Comm,1009.63,0,1009.63,0,1009.63,0
2023,LCC-Leg Coordinating Comm,General,Legislative Coordinating Comm,Legislative Coordinating Comm,13967905.2,0,13967905.2,0,13967905.2,0
2023,LCC-Leg Coordinating Comm,Outdoor Heritage Fund,Legislative Coordinating Comm,Legislative Coordinating Comm,890.46,0,890.46,0,890.46,0
2023,LCC-Leg Coordinating Comm,Outdoor Heritage Fund,Legislative Coordinating Comm,Lessard Sams Outdoor Heritage,557411.98,0,557411.98,0,557411.98,0
2023,LCC-Leg Coordinating Comm,Parks And Trails Fund,Legislative Coordinating Comm,Legislative Coordinating Comm,302.69,0,302.69,0,302.69,0
2023,LCC-Leg Coordinating Comm,Payroll Clearing,-,-,0,0,0,0,0,0
2023,LCC-Leg Coordinating Comm,Restrict Misc Special Revenue,Legislative Coordinating Comm,Legislative Coordinating Comm,109598.43,0,109598.43,0,109598.43,0
2023,Labor & Industry Dept,ARP-State Fiscal Recovery,Workforce Development,Workforce Development,0,0,0,0,0,0
2023,Labor & Industry Dept,Construction Code,Construction Codes & Services,Construction Codes & Services,36622577.52,0,36622577.52,0,36624030.94,1453.42
2023,Labor & Industry Dept,Federal,General Support Division,General Support Division,142650.02,0,142650.02,0,142650.02,0
2023,Labor & Industry Dept,Federal,Labor Standards & Apprenticesp,Labor Standards & Apprenticesp,611168.18,0,605268.99,5899.19,605314.54,45.55
2023,Labor & Industry Dept,Federal,Workplace Safety,Workplace Safety,5773086.86,0,5773086.86,0,5773086.86,0
2023,Labor & Industry Dept,General,General Support Division,General Support Division,1675715.11,0,1675715.11,0,1675715.11,0
2023,Labor & Industry Dept,General,Labor Standards,Labor Standards,3435114,0,3435114,0,3435114,0
2023,Labor & Industry Dept,General,Workers Compensation Division,Workers Compensation-DLI,123833.51,0,123833.51,0,125000,1166.49
2023,Labor & Industry Dept,General,Workforce Development,Workforce Development,5475362.71,0,5475362.71,0,5475362.71,0
2023,Labor & Industry Dept,Miscellaneous Agency,Labor Standards,Labor Standards,0,0,0,0,0,0
2023,Labor & Industry Dept,Payroll Clearing,General Support Division,General Support Division,0,0,0,0,0,0
2023,Labor & Industry Dept,Restrict Misc Special Revenue,Construction Codes & Services,Construction Codes & Services,2555523.39,0,2555523.39,0,2558685.29,3161.9
2023,Labor & Industry Dept,Restrict Misc Special Revenue,General Support Division,General Support Division,7306254.01,0,7306254.01,0,7311138,4883.99
2023,Labor & Industry Dept,Restrict Misc Special Revenue,Office of Combative Sports,Office of Combative Sports,108358.22,0,108358.22,0,108358.22,0
2023,Labor & Industry Dept,Restrict Misc Special Revenue,Workers Compensation Division,Workers Compensation-DLI,58074.14,0,58074.14,0,58074.14,0
2023,Labor & Industry Dept,Workers Compensation,General Support Division,General Support Division,6014657,0,6014657,0,6014657,0
2023,Labor & Industry Dept,Workers Compensation,Workers Compensation Division,Workers Compensation-DLI,42564919.7,0,42564919.7,0,42761583.7,196664
2023,Labor & Industry Dept,Workers Compensation,Workplace Safety,Workplace Safety,8386923.95,0,8361584.82,25339.13,8412755.08,51170.26
2023,Labor & Industry Dept,Workforce Development,Employment-based Initiatives,Employment-based Initiatives,1378665.77,0,1378665.77,0,1410764.55,32098.78
2023,Labor & Industry Dept,Workforce Development,Labor Standards,Labor Standards,1835298.91,0,1835298.91,0,1851405.01,16106.1
2023,Labor & Industry Dept,Workforce Development,Labor Standards & Apprenticesp,Labor Standards,0,0,0,0,0,0
2023,Labor & Industry Dept,Workforce Development,Workforce Development,Workforce Development,200000,0,200000,0,200000,0
2023,Legislative Auditor,General,Legislative Audit Comm,Legislative Auditor,8132538.22,0,8132538.22,0,8132538.22,0
2023,Legislative Auditor,Payroll Clearing,-,-,0,0,0,0,0,0
2023,Lottery,Lottery,State Lottery,State Lottery,14948942.7,0,14948942.7,0,14948942.7,0
2023,Lottery,Payroll Clearing,-,-,0,0,0,0,0,0
2023,MN Council on Latino Affairs,General,Chicano Latino Affairs Council,Chicano Latino Affairs Council,524208.14,0,524208.14,0,532517.03,8308.89
2023,MN Council on Latino Affairs,Gift,Chicano Latino Affairs Council,Chicano Latino Affairs Council,0,0,0,0,0,0
2023,MN Council on Latino Affairs,Payroll Clearing,-,-,0,0,0,0,0,0
2023,MN St Colleges & Universities,Environment & Natural Resource,MNSCU,MnSCU,522218.25,0,522218.25,0,522218.25,0
2023,MN St Colleges & Universities,General,MNSCU,MnSCU,0,0,0,0,0,0
2023,MN St Colleges & Universities,MN State Colleges/Universities,MNSCU,MnSCU,2466474273.62,0,1685573642.65,780900630.97,1685449492.19,-124150.46
2023,MN St Colleges & Universities,MNSCU Agency Fund,MNSCU,MnSCU,45452599.69,0,40064345.84,5388253.85,40063897.9,-447.94
2023,MN St Colleges & Universities,MNSCU Capital Projects,MNSCU,Bonding - Capital Projects,135019000,0,96182792.97,38836207.03,135019000,38836207.03
2023,MN St Colleges & Universities,MNSCU Capital Projects,MNSCU,Bonding - HEAPR,44733000,0,34998811.99,9734188.01,43679806.82,8680994.83
2023,MN St Colleges & Universities,MNSCU Endowment Fund,MNSCU,MnSCU,136.76,0,0,136.76,0,0
2023,MN St Colleges & Universities,MNSCU Enterprise Activities,MNSCU,MnSCU,8494613.65,0,8494613.65,0,8494613.65,0
2023,MN St Colleges & Universities,MNSCU Federal Fund,MNSCU,MnSCU,152627176.22,0,125517398.28,27109777.94,125525267,7868.72
2023,MN St Colleges & Universities,MNSCU General Projects,MNSCU,Bonding - Capital Projects,1347000,0,183554.15,1163445.85,1347000,1163445.85
2023,MN St Colleges & Universities,MNSCU Gift Fund,MNSCU,MnSCU,1475952.14,0,1404125.79,71826.35,1404125.79,0
2023,MN St Colleges & Universities,MNSCU Revenue Bond,MNSCU,MnSCU,121563034.33,0,99890537.13,21672497.2,99890537.13,0
2023,MN St Colleges & Universities,MNSCU Special Revenue,MNSCU,MnSCU,18414090.94,0,8982713.72,9431377.22,8982610.55,-103.17
2023,MN St Colleges & Universities,Payroll Clearing,-,-,0,0,0,0,0,0
2023,MN St Colleges & Universities,Sub Supplemental & IRA Retire,MNSCU,MnSCU,658163.15,0,658163.15,0,658163.15,0
2023,MN State Retirement System,Correctional Employees Retire,Mn State Retirement System,Correctional Empl Retmnt,97453931.67,0,97453931.67,0,97455835.85,1904.18
2023,MN State Retirement System,General,Judges Plan,Judges Plan,0,0,0,0,0,0
2023,MN State Retirement System,General,Legislators Plan,Legislators Plan,0,0,0,0,0,0
2023,MN State Retirement System,Highway Patrol Retirement,Mn State Retirement System,Hwy Patrol Retmnt,66936002.77,0,66936002.77,0,66937241.84,1239.07
2023,MN State Retirement System,Judicial Retirement,Judges Plan,Judges Plan,29399225.49,0,29399225.49,0,29399225.49,0
2023,MN State Retirement System,Legislative Annuities,Legislators Plan,Legislators Plan,8742781.25,0,8742781.25,0,8752829.21,10047.96
2023,MN State Retirement System,Payroll Clearing,-,-,0,0,0,0,0,0
2023,MN State Retirement System,Retirement System Building,Mn State Retirement System,Msrs Administration,1638094.48,0,1638094.48,0,1638094.48,0
2023,MN State Retirement System,State Employees Retirement,Mn State Retirement System,Msrs Administration,20285594.4,0,20285594.4,0,20353017.4,67423
2023,MN State Retirement System,State Employees Retirement,Mn State Retirement System,State Empl Retmnt,1020584684.26,0,1020584684.26,0,1020659283.6,74599.34
2023,MN.IT Services,General,MN.IT Services,Leadership,11103073.05,0,11103073.05,0,11103073.05,0
2023,MN.IT Services,MN.IT Services,MN.IT Services,IT Standard Services,230791583.29,269357.84,214369194.53,16153030.92,215751690.58,1113138.21
2023,MN.IT Services,Master Lease,MN.IT Services,IT Standard Services,10926000,0,9521606.79,1404393.21,9521606.79,0
2023,MN.IT Services,Other Misc Special Revenue,MN.IT Services,Enterprise IT Security,1896520,0,744559.62,1151960.38,744559.62,0
2023,MN.IT Services,Other Misc Special Revenue,MN.IT Services,Projects/Initiatives,459020062.13,148694.79,413468270.94,45403096.4,420474009.31,6857043.58
2023,MN.IT Services,Payroll Clearing,-,-,0,0,0,0,0,0
2023,MN.IT Services,Restrict Misc Special Revenue,MN.IT Services,Projects/Initiatives,1050442.68,0,1050442.68,0,1050442.68,0
2023,MNsure,ARP-State Fiscal Recovery,Health Insurance Marketplace,Health Insurance Marketplace,594639.8,0,594639.8,0,594639.8,0
2023,MNsure,Health Care Access,Health Insurance Marketplace,Health Insurance Marketplace,71560,0,71560,0,71560,0
2023,MNsure,MN Health Insurance Exchange,Health Insurance Marketplace,Health Insurance Marketplace,31080781.28,0,31080781.28,0,31080781.28,0
2023,MNsure,Payroll Clearing,-,-,0,0,0,0,0,0
2023,Marriage & Family Therapy,Health Related Boards,Marriage & Family Therapy Bd,Marriage & Family Therapy Bd,377741.73,0,377741.73,0,382480.88,4739.15
2023,Marriage & Family Therapy,Payroll Clearing,-,-,0,0,0,0,0,0
2023,Marriage & Family Therapy,Restrict Misc Special Revenue,Marriage & Family Therapy Bd,Marriage & Family Therapy Bd,7000,0,6417.25,582.75,7000,582.75
2023,Medical Practice Board,Health Related Boards,Medical Practice Board Of,Health Professional Serv Prog,969158.69,0,969158.69,0,985885.24,16726.55
2023,Medical Practice Board,Health Related Boards,Medical Practice Board Of,Medical Practice Operations,4463071.12,0,4463071.12,0,4484411.63,21340.51
2023,Medical Practice Board,Payroll Clearing,-,-,0,0,0,0,0,0
2023,Medical Practice Board,Restrict Misc Special Revenue,Medical Practice Board Of,Medical Practice Operations,105967.75,0,105967.75,0,108232.75,2265
2023,Metropolitan Council,ARP-State Fiscal Recovery,Environment,Water Sustainability,467044.68,0,467044.68,0,467044.68,0
2023,Metropolitan Council,Building Construction-Bonded,Environment,Parks,24620000,6343444.42,3101734.94,15174820.64,9445179.36,0
2023,Metropolitan Council,Building Construction-Bonded,Environment,Water Sustainability,12000000,12000000,0,0,12000000,0
2023,Metropolitan Council,Building Construction-Bonded,Transit System Operations,Transit System Operations,72000000,0,3367549.83,68632450.17,72000000,68632450.17
2023,Metropolitan Council,Clean Water Fund,Environment,Water Sustainability,1544000,0,1544000,0,1544000,0
2023,Metropolitan Council,Environment & Natural Resource,Environment,Parks,528549.05,0,528549.05,0,528549.05,0
2023,Metropolitan Council,General,Environment,Parks,2540000,0,2540000,0,2540000,0
2023,Metropolitan Council,General,Special Transportation Service,Special Transportation Service,55976000,0,55976000,0,55976000,0
2023,Metropolitan Council,General,Transit System Operations,Transit System Operations,34654000,0,34654000,0,34654000,0
2023,Metropolitan Council,Metro Pks & Trls Lott In Lieu,Environment,Parks,7450000,0,7450000,0,7450000,0
2023,Metropolitan Council,Parks And Trails Fund,Environment,Parks,22149000,0,22149000,0,22149000,0
2023,Metropolitan Council,Transit Assistance,INACTIVE - Transit,INACTVE - Met Council Transit,381900011.16,0,381900011.16,0,381900011.16,0
2023,Military Affairs Dept,ARP-State Fiscal Recovery,Emergency Services,Emergency Services,0,0,0,0,0,0
2023,Military Affairs Dept,Building Construction-Bonded,Maintenance Training Facilities,Maintenance of Training Facilities,31487000,423506.19,30587004.71,476489.1,31487000,476489.1
2023,Military Affairs Dept,Environment & Natural Resource,Maintenance Training Facilities,Maintenance of Training Facilities,0,0,0,0,0,0
2023,Military Affairs Dept,Federal,Emergency Services,Emergency Services,0,0,0,0,0,0
2023,Military Affairs Dept,Federal,General Support,Starbase Minnesota,2871545.21,0,1731392.83,1140152.38,1731392.83,0
2023,Military Affairs Dept,Federal,Maintenance Training Facilities,Maintenance of Training Facilities,158727280.04,1323.24,73728461.37,84997495.43,73923565.61,193781
2023,Military Affairs Dept,General,Emergency Services,Emergency Services,59646.65,0,59646.65,0,59646.65,0
2023,Military Affairs Dept,General,Enlistment Incentives,Enlistment Incentives,12143580.13,0,12143580.13,0,12146496.79,2916.66
2023,Military Affairs Dept,General,General Support,Administrative Services-DMA,3908791.65,0,3908791.65,0,3918696.01,9904.36
2023,Military Affairs Dept,General,Maintenance Training Facilities,Maintenance of Training Facilities,10485505.67,0,10485506.7,-1.03,10533420.1,47913.4
2023,Military Affairs Dept,Payroll Clearing,-,-,0,0,0,0,0,0
2023,Military Affairs Dept,Restrict Misc Special Revenue,Emergency Services,Emergency Services,0,0,0,0,0,0
2023,Military Affairs Dept,Restrict Misc Special Revenue,General Support,Administrative Services-DMA,101228.45,0,98344.29,2884.16,98344.29,0
2023,Military Affairs Dept,Restrict Misc Special Revenue,General Support,Auxiliary Services,1266704.05,0,1266704.05,0,1266704.05,0
2023,Military Affairs Dept,Restrict Misc Special Revenue,General Support,Camp Ripley Timber Sales,152707.97,0,152707.97,0,213987.97,61280
2023,Military Affairs Dept,Restrict Misc Special Revenue,Maintenance Training Facilities,Maintenance of Training Facilities,1740024.91,0,1327877.5,412147.41,1327877.5,0
2023,Minn Conservation Corps,All-Terrain Vehicle,Conservation Corps Mn,Operations Conservation Corps,20000,0,20000,0,20000,0
2023,Minn Conservation Corps,Cross Country Ski,Conservation Corps Mn,Operations Conservation Corps,10000,0,10000,0,10000,0
2023,Minn Conservation Corps,Forest Management Investment,Conservation Corps Mn,Operations Conservation Corps,60000,0,60000,0,60000,0
2023,Minn Conservation Corps,General,Conservation Corps Mn,Operations Conservation Corps,455000,0,455000,0,455000,0
2023,Minn Conservation Corps,Invasive Species,Conservation Corps Mn,Operations Conservation Corps,25000,0,25000,0,25000,0
2023,Minn Conservation Corps,Natural Resource Misc Statutry,Conservation Corps Mn,Operations Conservation Corps,35000,0,35000,0,35000,0
2023,Minn Conservation Corps,Off-Highway Motorcycle,Conservation Corps Mn,Operations Conservation Corps,5000,0,5000,0,5000,0
2023,Minn Conservation Corps,Off-Road Vehicle,Conservation Corps Mn,Operations Conservation Corps,0,0,0,0,0,0
2023,Minn Conservation Corps,Snowmobile,Conservation Corps Mn,Operations Conservation Corps,75000,0,75000,0,75000,0
2023,Minn Conservation Corps,State Park,Conservation Corps Mn,Operations Conservation Corps,150000,0,150000,0,150000,0
2023,Minn Conservation Corps,State Pks & Trls Lott In Lieu,Conservation Corps Mn,Operations Conservation Corps,75000,0,75000,0,75000,0
2023,Minn Conservation Corps,Water Recreation,Conservation Corps Mn,Operations Conservation Corps,35000,0,35000,0,35000,0
2023,Minnesota Zoological Garden,ARP-State Fiscal Recovery,Minnesota Zoo,Minnesota Zoo,5617718.84,0,5617718.84,0,5617718.84,0
2023,Minnesota Zoological Garden,Arts & Cultural Heritage Fund,Minnesota Zoo,Minnesota Zoo,1997612.19,0,1997612.19,0,1997612.19,0
2023,Minnesota Zoological Garden,Building Construction-Bonded,Minnesota Zoo,Minnesota Zoo,18025000,13064591,3500451.82,1459957.18,16898463.24,333420.42
2023,Minnesota Zoological Garden,Environment & Natural Resource,Minnesota Zoo,Minnesota Zoo,368834.36,0,368834.36,0,368834.36,0
2023,Minnesota Zoological Garden,Federal,Minnesota Zoo,Minnesota Zoo,116907.22,0,76399.07,40508.15,76399.07,0
2023,Minnesota Zoological Garden,General,Minnesota Zoo,Minnesota Zoo,9809000,0,9809000,0,9809000,0
2023,Minnesota Zoological Garden,Gift,Minnesota Zoo,Minnesota Zoo,13549916.85,0,13484270.1,65646.75,13484270.1,0
2023,Minnesota Zoological Garden,Payroll Clearing,-,-,0,0,0,0,0,0
2023,Minnesota Zoological Garden,Restrict Misc Special Revenue,Minnesota Zoo,Minnesota Zoo,23088268.02,0,23076636.8,11631.22,23076636.8,0
2023,Minnesota Zoological Garden,Zoos Lottery In Lieu,Minnesota Zoo,Minnesota Zoo,190000,0,190000,0,190000,0
2023,Mmb Debt Service,911 Revenue Bond Debt Service,Treasurer Debt Service,Treasurer-Debt Service,0,0,0,0,0,0
2023,Mmb Debt Service,Bond Proceeds Grants,Treasurer Debt Service,Treasurer-Debt Service,0,0,0,0,0,0
2023,Mmb Debt Service,Building Construction-Bonded,Treasurer Debt Service,Treasurer-Debt Service,0,0,0,0,0,0
2023,Mmb Debt Service,Debt Service,Treasurer Debt Service,Treasurer-Debt Service,1403899435.3,0,1015597905.94,388301529.36,1015597905.94,0
2023,Mmb Debt Service,Duluth RegEX App Bond Proceeds,Treasurer Debt Service,Treasurer-Debt Service,0,0,0,0,0,0
2023,Mmb Debt Service,Duluth RegEx Appr Debt Service,Treasurer Debt Service,Treasurer-Debt Service,4853153.76,0,4853153.76,0,4853153.76,0
2023,Mmb Debt Service,ElecVehicle Appr Bond Proceeds,Treasurer Debt Service,Treasurer-Debt Service,0,0,0,0,0,0
2023,Mmb Debt Service,ElecVehicle Appr Debt Service,Treasurer Debt Service,Treasurer-Debt Service,213850,0,213850,0,213850,0
2023,Mmb Debt Service,General,Treasurer Debt Service,Treasurer-Debt Service,24196958.88,0,24196958.88,0,24196958.88,0
2023,Mmb Debt Service,Leg Off Fac COP Debt Service,Treasurer Debt Service,Treasurer-Debt Service,5788500,0,5788500,0,5788500,0
2023,Mmb Debt Service,Lewis Clark Appr Bond Proceed,Treasurer Debt Service,Treasurer-Debt Service,0,0,0,0,0,0
2023,Mmb Debt Service,Lewis Clark Appr Debt Service,Treasurer Debt Service,Treasurer-Debt Service,1252992.5,0,1252992.5,0,1252992.5,0
2023,Mmb Debt Service,MNSCU Capital Projects,Treasurer Debt Service,Treasurer-Debt Service,0,0,0,0,0,0
2023,Mmb Debt Service,Maximum Effort School Loan,Treasurer Debt Service,Treasurer-Debt Service,0,0,0,0,0,0
2023,Mmb Debt Service,Pension Building Debt Service,Treasurer Debt Service,Treasurer-Debt Service,2105400,0,2105400,0,2105400,0
2023,Mmb Debt Service,Public TV Appr Bond Proceeds,Treasurer Debt Service,Treasurer-Debt Service,0,0,0,0,0,0
2023,Mmb Debt Service,Public TV Appr Debt Service,Treasurer Debt Service,Treasurer-Debt Service,1623200,0,1623200,0,1623200,0
2023,Mmb Debt Service,Rural Finance Administration,Treasurer Debt Service,Treasurer-Debt Service,0,0,0,0,0,0
2023,Mmb Debt Service,St Approp RefBond Debt Service,Treasurer Debt Service,Treasurer-Debt Service,412280753.58,0,412249327.65,31425.93,412249327.65,0
2023,Mmb Debt Service,Stadium Approp BD Debt Service,Treasurer Debt Service,Treasurer-Debt Service,408424069.69,0,408424069.69,0,408424069.69,0
2023,Mmb Debt Service,Stadium Approp Bond Proceed,Treasurer Debt Service,Treasurer-Debt Service,0,0,0,0,0,0
2023,Mmb Debt Service,Superfund Appr Bond Proceeds,Treasurer Debt Service,Treasurer-Debt Service,0,0,0,0,0,0
2023,Mmb Debt Service,Superfund Appr Debt Service,Treasurer Debt Service,Treasurer-Debt Service,1908262.5,0,1908262.5,0,1908262.5,0
2023,Mmb Non-operating,911 Revenue Bond Debt Service,Debt Management,911 Revenue Bonds,0,0,0,0,0,0
2023,Mmb Non-operating,Approp Bond Refunding Proceed,Debt Management,Appropriation Bonds,235190.49,0,235190.49,0,235190.49,0
2023,Mmb Non-operating,Bond Proceeds Grants,Debt Management,Debt Management,0,0,0,0,0,0
2023,Mmb Non-operating,Building Construction-Bonded,Administrative,Administrative,50000,0,17934.97,32065.03,17935.63,0.66
2023,Mmb Non-operating,Building Construction-Bonded,Debt Management,Debt Management,1564000,865987.5,25849.65,672162.85,891837.15,0
2023,Mmb Non-operating,COVID Minnesota,Administrative,Administrative,0,0,0,0,0,0
2023,Mmb Non-operating,Debt Service,Debt Management,GO Bonds,84769.87,0,0,84769.87,0,0
2023,Mmb Non-operating,Disbursements Clearing,Administrative,Administrative,0,0,0,0,0,0
2023,Mmb Non-operating,Duluth RegEX App Bond Proceeds,Debt Management,Debt Management,50000,0,0,50000,0,0
2023,Mmb Non-operating,ElecVehicle Appr Bond Proceeds,Debt Management,Appropriation Bonds,20000,0,0,20000,0,0
2023,Mmb Non-operating,Environment & Natural Resource,Administrative,Environmental Trust Fund,0,0,0,0,0,0
2023,Mmb Non-operating,Environmental Trust,Administrative,Environmental Trust Fund,0,0,0,0,0,0
2023,Mmb Non-operating,Federal,Federal Funds,Federal Funds,9934869.29,0,7984995.18,1949874.11,7984995.18,0
2023,Mmb Non-operating,Game And Fish (Operations),Misc. Fines Fees & Penalties,Misc. FinesFees & Penalties,0,0,0,0,0,0
2023,Mmb Non-operating,General,Administrative,Administrative,29523501.7,0,29523501.7,0,29523501.7,0
2023,Mmb Non-operating,General,Administrative,Police State Aid,9000000,0,9000000,0,9000000,0
